,a0,a2,a3,a4,b1.b11.,b1.b12.,b1.b13.,b1.b14.,b1.b15.,b1.b16.,b1.other.,b2,b6,b71.b711.,b71.b712.,b72.b721.,b72.b722.,b72.b723.,b72.b724.,b72.b725.,b73.b731.,b73.b732.,b73.b733.,b73.b734.,b73.b735.,b74.b741.,b74.b742.,b8,b9,c1,c2,c3,c4,c5,c6,c9.c31.,c9.c32.,c9.c33.,c9.c34.,c9.c35.,c9.c36.,c9.c37.,c9.c38.,c9.c39.,c9.c40.,c9.other.,d4,e1,e2,e3,e4,e6.e41.,e6.e42.,e6.e43.,e6.e44.,e6.e45.,e6.e46.,e6.e47.,e6.e48.,e6.e49.,e6.e4101.,e6.e4102.,e6.other.,e7,e8,e8.other.,e9.e71.,e9.e72.,e9.e73.,e9.e74.,e9.e75.,e9.e76.,e9.e77.,e9.e78.,e9.other.,f1.f11.,f1.f12.,f1.f13.,f1.f14.,f1.f15.,f1.f16.,f1.f17.,g1,g1.other.,g2,h1,h2,h3,h4,h5,h6,h7,i1,i2,i3,i4,i5,i6,j11.SQ001.,j11.SQ005.,j11.SQ006.,j11.SQ007.,j11.SQ008.,j2,k1.k12.,k1.k13.,k1.k14.,k1.k15.,k1.k16.,k1.other.,k2.k21.,k2.k22.,k2.k23.,k2.k24.,k2.k25.,k6,k7,k8,l2,m1,m2,m3,m4,m5,m6,m7,m71,m8,m9,m10,accesibilidad,utilidad,fiabilidad,soporte_tecnico,alfabetizacion
519,Sí,50,Chuquisaca,Sucre,Sí,Sí,Sí,No,No,No,,17,"Ciencia, Tecnología y Producción",No,Sí,,,,,,,,,,,,,Sí,INCLUSIÓN DIGITAL,Sí,Computadora de escritorio,2.0,Sí,1.0,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,No,No,No,,Sí,Dudoso,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,Sí,Sí,En este año,Sí,Sí,Rara vez,Siempre,Ocasionalmente,Siempre,Siempre,Sí,Sí,Sí,Sí,Sí,No,,Sí,No,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,excelente,Porque fue de mucha ayuda ,mucho,Porque actualmente todo se aplica mediante la tecnología ,Sí,,buena,,Sí,,"Recomendación: que continúe el proyecto a sido poco tiempo.
Qué sea más tiempo de capacitación y en todos las unidades Educativas del departamento.",0.889,0.597,1.0,1.0,0.714
520,Sí,37,La Paz,La Paz,No,No,Sí,No,No,No,,7,"Ciencia, Tecnología y Producción",No,Sí,,,,,,,,,,,,,Sí,"Redes,software libre",Sí,Computadora portátil,2.0,No,,Por cuenta propia,Sí,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet fijo,Casa,,No,Sí,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,"Practico visual,audible",Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Siempre,Siempre,Siempre,Siempre,Siempre,Sí,Sí,Sí,Sí,Sí,No,,Sí,Sí,No,No,No,Siempre,Siempre,Ocasionalmente,Sí,excelente,Los voluntarios de manera desprendida nos enseñará ron e inducieron en la capacitación y aprender este nuevo sotware,mas o menos,Ya que el tiempo es limitado y no se cuenta con internet,Sí,Ya que se les abre otro tipo de conocimiento,excelente,Por la predisposición y entero compromiso ,Sí,Ya que son herramientas muy manejables,El tiempo que no fue oportuno por ser fin de año preferible que avance al inicio del año,0.778,0.925,1.0,1.0,1.0
521,Sí,30,La Paz,La Paz,No,No,Sí,No,No,No,,7,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,No,,No,,,Sí,1.0,Por cuenta propia,No,No,No,No,No,No,Sí,No,No,No,,Sí,No,Sí,No,Sí,No,No,Sí,No,No,No,No,No,No,No,No,,Internet móvil,Casa,,Sí,No,No,No,No,No,No,No,,Sí,Sí,Sí,Dudoso,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,Sí,No,,Sí,Sí,Casi siempre,Rara vez,Rara vez,Ocasionalmente,Casi siempre,Sí,No,Sí,No,No,No,,No,Sí,No,No,No,Ocasionalmente,Rara vez,Ocasionalmente,No,buena,Por la enseñanza basica ,mas o menos,Existen diversas maneras de tener un aprendizaje significativo,Sí,Desarrolla la creatividad y las capacidades visiomotoras,buena,Ellos conocen areas basicas,Sí,Son impresindibles ya que estamos con una generacion de estudiantes ambientados a la tecnologia,"Realizar seminarios con productos muy practicos...
Mucho mas si ellos presentan algunos contenidos ",0.667,0.288,1.0,0.8,0.714
522,Sí,44,La Paz,La Paz,Sí,Sí,No,No,No,No,,29,"Vida, Tierra y Territorio",,,No,No,Sí,No,No,,,,,,,,Sí,Inclusión digital ,Sí,Computadora de escritorio,2.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,,No,No,Sí,No,No,Sí,No,No,No,Sí,No,No,No,No,No,No,,Internet móvil,Café Internet,,No,Sí,No,No,No,No,No,No,,Dudoso,No,No,Dudoso,No,Dudoso,Dudoso,Windows,,Sí,Sí,Sí,No,No,,,,Sí,Sí,Sí,Hace un año,Sí,No,Rara vez,Nunca,Casi siempre,Nunca,Rara vez,No,No,No,No,Sí,No,,No,No,Sí,Sí,No,Rara vez,Rara vez,Nunca,Sí,regular,Falto tiempo para entender claramente las ideas principales del proyecto ,mas o menos, los estudiantes dominan la tecnología a diferencia de nosotros los profesores ,No,Usar Windows se les haría más normal que uno mas complicado ,buena,Explicaron los programas de las quipus y dieron ideas para poder usarlas en la materia de biología ,No,Tendrían que ser capacitaciones demasiado detallistas para profesores que no usamos la tecnología con facilidad ,,0.556,0.118,0.0,0.5,0.429
523,Sí,30,Tarija,Tarija,Sí,No,Sí,No,No,No,,8,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,No,,Sí,Computadora portátil,1.0,No,,Por cuenta propia,Sí,No,Sí,No,No,No,No,No,No,Sí,,Sí,Sí,No,No,Sí,Sí,No,Sí,Sí,No,Sí,No,No,No,Sí,No,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Dudoso,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,No,Sí,Audiovisual,Sí,No,No,No,Sí,En este año,Sí,No,Rara vez,Ocasionalmente,Casi siempre,Casi siempre,Casi siempre,Sí,No,Sí,Sí,No,No,,Sí,Sí,No,No,No,Casi siempre,Casi siempre,Casi siempre,Sí,buena,"Por la capasitacion impartida fue muy provechosa, aunque fue poco tiempo",mucho,Porque los alumnos de esta epoca van a la par de la tecnologia,No,Fue poco tiempo el proyecto que se dio y no hubo tiempo de ponerlo al 100%  en practica,buena,Tuvieron mucha predisposicion pero cave recalcar que fue poco tiempo el proyecto,Sí,Es un sistema operativo nuevo para nosotros y es de fasil utilizacion,"Si, para la siguiente gestion el proyecto sea a inicio de gestion y por mas tiempo",0.333,0.536,1.0,0.8,0.786
524,Sí,54,Pando,Cobija,Sí,No,Sí,Sí,No,No,,20,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,basico,Sí,Computadora portátil,1.0,No,,Por cuenta propia,Sí,No,No,No,No,No,Sí,No,No,No,,Sí,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,No,No,Sí,No,,Internet móvil,Otro,otros lugares (movil),No,Sí,No,No,No,No,No,No,,Sí,Dudoso,Dudoso,Sí,Dudoso,Sí,Sí,Windows,,No,Sí,Sí,Sí,No,,,,No,No,No,,Sí,No,Nunca,Nunca,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,No,No,No,No,Nunca,Nunca,Nunca,Sí,buena,porque al menos yo no conocia sobre el manejo y la utilidad q puede tenerse mediante el uso de las TIC en el aula,mucho,porque tanto estudiantes como docentes tenemos acceso a informacion actualizada y familiarizarnos con el manejo y dominio de la tecnologia y sus herramientas,Sí,porque pueden tener informacion de facil acceso,buena,porque permiten despejar las dudas sobre el manejo de la tecnologia,Sí,porque de esa manera podremos dominar el uso de tecnologias aquellos docentes q nacimos antes de la era tecnologica y q hoy tenemos dificultades sobre su manejo en el desarrolo del proceso enseñanza aprendizaje mediante las TIC,"mayor capacitacion a docentes 
aun con dificultad de uso y manejo de TIC",0.333,0.234,1.0,0.8,0.714
525,Sí,31,La Paz,El Alto,No,Sí,No,No,No,No,,8,"Ciencia, Tecnología y Producción",No,Sí,,,,,,,,,,,,,Sí,TICs,Sí,Computadora portátil,1.0,Sí,1.0,Por cuenta propia,No,No,Sí,No,No,No,No,No,No,No,,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,Sí,No,Sí,No,,Internet fijo,Casa,,Sí,No,No,Sí,Sí,No,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Realidad Aumentada,Sí,Sí,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Siempre,Siempre,Siempre,Siempre,Sí,No,Sí,No,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Casi siempre,Casi siempre,Sí,buena,La inovacion hacia nuevos softwares nos ayuda a desarrollarmas opsiones de trabajo.,mucho,Dariamos mas objetividad a los temas ya que estas herramientas nos permite minimizar costo y tiempo es su elaboracion,Sí,Relizar una presentacion dinamica y llamativa crea un impacto hacia los estuiantes.,excelente,Trabajo en equipo,Sí,La tecnologia hoy en dia en nuestro entorno ya es indispensable.,Mas capasitaciones hacia los docentes.,1.0,0.493,1.0,0.8,1.0
526,Sí,62,Santa Cruz,Santa Cruz de la Sierra,Sí,No,No,No,No,No,,35,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,Sí,Instalación de computadoras,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,No,No,No,No,,Dudoso,No,No,No,No,No,No,Windows,,No,No,No,No,No,,,,Sí,Sí,Sí,En este año,Sí,No,Nunca,Rara vez,Rara vez,Rara vez,Nunca,No,No,No,No,No,Sí,,No,No,No,No,Sí,Nunca,Nunca,Nunca,No,buena,"Por que realizamos una clase modelo. Muy interesante.
",mucho,"Por que se actualizarían los procesos.
",No,,buena,"Por que son muy atentas
",Sí,"Por que practicando llegaríamos a comprender mejor su uso
",Nada,0.667,0.118,0.5,0.8,0.143
527,Sí,38,Tarija,Tarija,No,No,Sí,No,No,No,,12,Cosmos y Pensamiento,,,,,,,,,,,,,No,Sí,Sí,Uso del classrom,Sí,Computadora portátil,2.0,Sí,1.0,Dotada por el ministerio,No,No,Sí,Sí,No,No,Sí,Sí,Sí,Sí,,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,No,,Internet móvil,Café Internet,,Sí,Sí,No,No,Sí,No,No,No,,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Uso del clasrrom,Sí,No,Sí,No,Sí,En este año,Sí,No,Ocasionalmente,Siempre,Ocasionalmente,Rara vez,Rara vez,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,Sí,No,No,Casi siempre,Casi siempre,Casi siempre,Sí,buena,Por que nos brindaron conocimiento teorico y practico sobre las diversas herramientas de software libre . Asi como la aplicacion de conocimientos en el area tecnologica para creacion de nuestros propios materiales,mucho,Por que a medida q la teconologia avanza las exigencias de parte del estusiante son amplias respecto a materiales y tecnicas para implementar el conocimiento,Sí,Por que aprendieron nuevas formas de usar el conocimiento y plasmarlo en trabajos digitales,buena,Por su predisposicion y su amplio conocimiento sobre herramientas tecnologicas,Sí,"Por que daran paso a mayor practica, para desarrollar nuestras habilidades ",Que se implemente de manera permanente,0.556,0.802,1.0,0.8,0.857
528,Sí,54,Oruro,Oruro,Sí,No,Sí,No,Sí,No,,34,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Agetic,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Dudoso,Dudoso,No,No,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Freemind,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Casi siempre,Casi siempre,Casi siempre,Rara vez,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,No,No,No,Casi siempre,Siempre,Siempre,Sí,buena,Es avance tecnologico,mucho,Logra o plasma objetivos,Sí,Ellos palparon lo real,excelente,Su apoyo es eficaz,Sí,Es atrayente y real,Que continue agetic,0.889,0.793,1.0,0.8,0.714
529,Sí,51,La Paz,La Paz,Sí,No,No,No,No,No,,15,"Ciencia, Tecnología y Producción",No,Sí,,,,,,,,,,,,,Sí,Profocom,Sí,Computadora portátil,2.0,Sí,1.0,Por cuenta propia,No,No,No,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,Sí,,Internet móvil,Casa,,Sí,No,No,Sí,Sí,No,No,Sí,,Dudoso,Sí,No,No,No,Sí,Sí,Windows,,Sí,No,Sí,Sí,Sí,Mapas conceptuales,Sí,Sí,Sí,Sí,No,,Sí,No,Nunca,Siempre,Siempre,Siempre,Siempre,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,Sí,No,No,Siempre,Siempre,Siempre,Sí,buena,Porque es personalizado y practico,mucho,"Adecuarse a la base tecnologica, no nos podemos quedar atrás. ",Sí,Porque ellos tienen disponibilidad a Internet ,excelente,Por el servicio de vocacion y profesionalidad,Sí,Porque son innovadoras ,Organizarnos en el tiempo disponible de los profesores,0.778,0.484,1.0,0.8,0.643
530,Sí,46,Tarija,Tarija,No,No,Sí,No,No,No,,24,Cosmos y Pensamiento,,,,,,,,,,,,,Sí,No,Sí,"uso de programas de sofware libre, conocimiento libre y educación basada en tecnologias",Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Dudoso,Sí,Sí,No,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,trabajo compartido.,Sí,No,Sí,Sí,Sí,En este año,Sí,Sí,Ocasionalmente,Ocasionalmente,Siempre,Siempre,Casi siempre,Sí,Sí,Sí,No,Sí,No,,Sí,No,Sí,No,No,Ocasionalmente,Ocasionalmente,Rara vez,Sí,buena,Porque he podido aprender y resolver dudas de forma directa y a dispocicion a mis tiempos libres y de forma gratuita.,mucho,Porque hoy en día todo va de la mano con la tecnología como y la educación no es la exepcion  y he visto que hay varias herramientas que nos podrán servir como medio aumentar el interés en el aprendizaje,Sí,"Por que pudieron tener una nueva experiencia de aprendizaje no comun en las clases, integrado a las computadoras que a ellos les gusta usar.",excelente,"Por la dispocion en su enseñanza, por su claridad y calidez y por resolver mis dudas sobre tecnología. ",Sí,"Si porque hace falta aprender mucho mas sobre el usos de este nuevo modelo de aprendizaje, para efectivizar las clases con los alumnos.",El inicio del programa seria idóneo al inicio del año escolar,0.889,0.662,1.0,0.8,0.857
531,Sí,43,Santa Cruz,Santa Cruz de la Sierra,Sí,No,No,No,No,No,,16,Comunidad y Sociedad,,,,,,,,No,No,Sí,Sí,No,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,Sí,No,No,No,,Sí,Sí,Sí,No,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Dudoso,No,No,No,No,Dudoso,Windows,,No,No,No,No,No,,,,Sí,Sí,No,,Sí,Sí,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,No,No,No,No,Investigaciones,Sí,No,No,No,No,Nunca,Nunca,Nunca,Sí,regular,Eramos muchos profesores y no pudieron explicarnos bien,mucho,Porque el estudiante puede utilizar mejor que nosotros y tienen nucha informacion,Sí,Porque los estudiantes pueden realizar presentaciones,excelente,"Los voluntarios han colaborado artisimo a los profesores, yo no pude participar mucho",Sí,Porque nos ayudarian mas orientandonos ,"Que el proyecto inicie a comienzo de año, que sea por mas tiempo.",0.778,0.166,1.0,0.5,0.214
532,Sí,62,Oruro,Oruro,Sí,No,Sí,Sí,No,No,,35,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,No,No,Sí,No,Sí,No,No,No,Sí,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,No,No,Sí,Sí,No,Sí,Sí,Windows,,No,No,No,No,No,,,,No,No,Sí,En este año,No,No,Rara vez,Siempre,Siempre,Siempre,Siempre,Sí,No,No,No,Sí,No,,No,No,No,Sí,No,Rara vez,Rara vez,Rara vez,Sí,regular,Falta de tiempo y los estudiantes requieren adaptarse más al uso exclusivo de las KUAAs.,mucho,Pueden desarrollar más habilidades y deben ir actualizándose constantemente.,No,Porque aun les falta más capacitaciones fue su primera vez manejando las KUAAs y tenía  varias interrogantes. ,regular,Falta de tiempo.,Sí,Los estudiantes y nosotros los profesores deberiamos saber como funciona las KUAAs con las capacitaciones constantes.,"Mayor capacitacion.
Experto en el área para que nos colaboró en el uso de las KUAAs de manera idónea y adecuada.",0.333,0.309,1.0,0.5,0.429
533,Sí,60,Tarija,Tarija,Sí,No,Sí,No,No,No,,35,Comunidad y Sociedad,,,,,,,,No,No,No,Sí,No,,,Sí,Classrom,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,No,No,Sí,No,No,No,Sí,Sí,Sí,No,,Sí,No,Sí,No,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,No,No,No,,Internet móvil,Café Internet,,Sí,Sí,No,No,No,No,No,No,,No,No,No,No,Dudoso,Sí,Sí,Otro,Debian,Sí,Sí,Sí,Sí,Sí,"Clasroom, edmodo",Sí,No,Sí,Sí,Sí,En este año,Sí,No,Casi siempre,Ocasionalmente,Rara vez,Rara vez,Rara vez,Sí,Sí,Sí,Sí,No,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,buena,"Por la buena voluntad y constancia de los voluntarios
Para ayudarnos a comprender las variedades que ofrece el uso de tecnologia y software libre",mucho,Por que se puede innvovar con el conocimiento tcnologico ,Sí,Por que ahora son capaces de elaborar pequeños trabajos usando algunas herramientas,buena,Por la voluntad y paciencia para enseñarnos. Agradecidos por la admirable vocacion de los voluntarios ,Sí,Por que aprenderemos y practucaremos mas ,Segiero que se implente de manera constante en la unidad educativa este tipo de programas,0.556,0.589,1.0,0.8,0.643
534,Sí,38,La Paz,El Alto,Sí,No,No,No,No,No,,7,"Vida, Tierra y Territorio",,,Sí,No,Sí,No,No,,,,,,,,Sí,AGETIC,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,,No,No,Sí,No,No,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,No,No,No,Sí,Sí,Windows,,Sí,Sí,No,No,No,,,,Sí,Sí,No,,Sí,No,Ocasionalmente,Rara vez,Nunca,Nunca,Rara vez,Sí,No,Sí,No,Sí,No,,No,Sí,No,No,No,Nunca,Nunca,Nunca,Sí,regular,"La capacitación llevada en la universidad publica de el alto carecía de practica, y tenia mas charla lo cual de alguna manera era innecesario por el cual recomiendo para próximas capacitaciones  sea mas practico y directo al punto.",mucho,Porque el avance de la tecnología cada día se incrementa por lo tanto es necesario estar actualizado. ,Sí,Porque los estudiantes se estimulan con el uso de las Kuaas aplicando la materia de avance.,buena,Porque demostraron gran voluntad de ofrecernos sus conocimientos y capacitarnos para demostrar la utilidad de la tecnología aplicada a la educación.,Sí,"Porque al adquirir los conocimientos de uso de la tecnología aplicada en la educación tendremos nosotros los docentes, mejor calidad de enseñanza. ",Una mejor coordinación para las capacitaciones que deveria ser de manera interna en cada unidad educativa esto para una mejor calidad de capacitación.  ,0.556,0.041,1.0,0.5,0.643
535,Sí,60,La Paz,La Paz,Sí,No,No,No,No,No,,35,"Ciencia, Tecnología y Producción",Sí,No,,,,,,,,,,,,,No,,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,No,No,No,No,No,,Internet fijo,Casa,,Sí,No,No,No,Sí,No,No,No,,Sí,Sí,No,No,Dudoso,Sí,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,Sí,No,,Sí,No,Nunca,Rara vez,Siempre,Siempre,Siempre,Sí,No,No,No,Sí,No,,Sí,No,No,No,No,Nunca,Nunca,Nunca,No,buena,,mucho,,Sí,,buena,,Sí,,,0.667,0.236,1.0,0.8,0.571
536,Sí,34,La Paz,El Alto,Sí,No,No,No,No,No,,12,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Uso de las TICs dentro del aula ,Sí,Computadora portátil,2.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,Sí,Sí,,No,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,Sí,No,Sí,No,No,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,No,No,,,,Sí,No,No,,Sí,No,Rara vez,Rara vez,Siempre,Siempre,Siempre,Sí,No,No,No,Sí,No,,Sí,No,No,Sí,No,Nunca,Ocasionalmente,Nunca,Sí,regular,"No eran concisos con las tematicas y se contradecian entre ellos , pero rescataban la importancia de los programas y como poderlos aplicar ",mas o menos,Los estudiantes se pueden distraer mas facilmente  y perder la atencion del avance de la clases.Por eso mismo se prohibe el uso de los celulares ,No,Los programas que avanzamos solo servian de reemplazo a la hoja y el papel,regular,Les falta experiencia en las clases no eran muy claros.,Sí,Con mas practica se podria organizar mejor el uso de la clase ,Observe que los programas tardaban en iniciar y muchas veces se colgaban algunos estudiantes se frustran rápido y ya no querían participar. Deberian hacer pruebas con los programas antes de avanzar con los estudiantes,0.667,0.596,1.0,0.5,0.929
537,Sí,57,La Paz,La Paz,Sí,No,No,No,No,No,,32,"Vida, Tierra y Territorio",,,No,No,Sí,Sí,No,,,,,,,,Sí,Ofimatica,Sí,Computadora de escritorio,1.0,Sí,1.0,Por cuenta propia,Sí,No,No,No,No,No,No,No,No,No,,Sí,Sí,No,No,Sí,No,Sí,No,No,No,No,No,No,No,No,No,,Internet fijo,Casa,,No,Sí,No,No,No,No,No,No,,Sí,Sí,Sí,Dudoso,Dudoso,Sí,Sí,Windows,,No,No,No,No,No,,,,No,No,No,,Sí,No,Rara vez,Casi siempre,Rara vez,Ocasionalmente,Rara vez,Sí,Sí,No,No,No,No,,Sí,No,No,No,No,Rara vez,Nunca,Nunca,Sí,excelente,Imparten muy bien sus conocimientos.,mucho,Ayuda mucho,Sí,Motiva a todos,excelente,Se aprende bien,Sí,Se implementaria en todos los cursos que,No,0.444,0.186,1.0,1.0,0.571
538,Sí,41,Tarija,San Lorenzo,Sí,No,Sí,No,No,No,,16,Cosmos y Pensamiento,,,,,,,,,,,,,Sí,No,Sí,Interactuando con las Kuaas,Sí,Computadora portátil,1.0,No,,Dotada por el ministerio,Sí,No,Sí,No,No,No,Sí,Sí,No,No,,No,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,No,No,No,No,,Sí,No,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,Plataformas,No,Sí,Sí,No,Sí,Hace un año,Sí,No,Ocasionalmente,Siempre,Casi siempre,Ocasionalmente,Ocasionalmente,Sí,Sí,Sí,No,Sí,No,,Sí,Sí,Sí,Sí,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,excelente,Porque brindan el apoyo adecuado a los estudiantes.,mucho,"Porque se parte de lo que a los estudiantes les gusta, les llama la atencion, hablando precisamente de la parte digital.",Sí,"Porque los estudiantes desarrollaron creatividad, ingenio y razonamiento en las clases.",excelente,"Porque nos colaboraron con los programas adecuandolos a los temas que se llevo, demostrando paciencia a lo hora de la enseñanza con los estudiantes.",Sí,Porque se ofrece una mayor calidad de enseñanza,"Que dure mas tiempo, y sea desde el principio de gestion academica.",0.556,0.533,1.0,1.0,0.929
539,Sí,30,Tarija,Tarija,Sí,No,Sí,Sí,No,No,,6,Comunidad y Sociedad,,,,,,,,No,No,No,Sí,No,,,Sí,de gobernacion,Sí,Computadora portátil,4.0,Sí,1.0,Dotada por el ministerio,Sí,No,No,No,Sí,No,Sí,Sí,Sí,Sí,,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,Sí,No,,Internet móvil,Colegio,,Sí,Sí,No,No,Sí,No,No,No,,Sí,Dudoso,Sí,Sí,Sí,Sí,Sí,Windows,,Sí,Sí,Sí,Sí,Sí,practico ,Sí,Sí,Sí,No,Sí,Hace un año,Sí,Sí,Ocasionalmente,Rara vez,Ocasionalmente,Rara vez,Rara vez,Sí,No,Sí,No,Sí,No,,No,Sí,Sí,Sí,No,Ocasionalmente,Rara vez,Ocasionalmente,Sí,excelente,ya que brindad conocimiento en programas mas especializados.,mas o menos,ya que la educación y la tecnología tienen que estar a la vanguardia con el tiempo.  ,Sí,para que los estudiantes y maestros tengan ayuda en programas que muestren dificultad.,excelente,por dar a conocer varios programas desconocidos para nosotros.,Sí,Para que las clases sean mas metodológicas. ,Que desde el ministerio habilite un docente de tecnología. O que el proyecto se inicie con el año escolar y sigan en la capacitación de estudiantes y maestros.,0.889,0.532,1.0,1.0,0.929
540,Sí,46,Tarija,Tarija,Sí,No,Sí,No,No,No,,21,Comunidad y Sociedad,,,,,,,,No,No,Sí,No,No,,,Sí,Manejo de softeare y paquetes de window,Sí,Computadora de escritorio,3.0,No,,Otro,Sí,No,Sí,No,Sí,No,Sí,No,No,Sí,,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,,Internet fijo,Casa,,Sí,Sí,No,No,Sí,No,No,Sí,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Otro,Debian,Sí,Sí,Sí,Sí,Sí,Clasroom y edmodo,Sí,No,Sí,Sí,Sí,En este año,Sí,No,Casi siempre,Ocasionalmente,Rara vez,Rara vez,Rara vez,Sí,Sí,Sí,No,No,No,,Sí,Sí,No,No,No,Ocasionalmente,Ocasionalmente,Ocasionalmente,Sí,regular,Por que falto tiempo para poder asimilar de manera practica los conceptos,mucho,Por que asi se desarrolla la produccion intelectual de los alumnos que utilizan las kuua ,Sí,"Por que permitio innovar y aplicar en diversas areas del conocimiento , sobre todo en mi materia",buena,Por su constancia y amor a la enseñanza,Sí,Por que practicaremos mas y mejoraremos las habilidades,Que se implemente como programa anual ,0.667,0.53,1.0,0.5,1.0
